marka,seri,model,baslik,yil,km,fiyat,il_ilce,image_path
Mazda,323,1.5 Familia,Sahibinden Mazda 323 1.5 Familia 1999 Model,1999,380000,322000,Kahramanmaraş Dulkadiroğlu,data/processed_images/car_20250130_125535_page_32_idx_15.jpg
Volkswagen,Jetta,1.6 Tdi Comfortline,Memurdan Temiz Bakımlı Otomatik Jetta,2012,172000,795000,Isparta Merkez,data/processed_images/car_20250130_125535_page_32_idx_16.jpg
Renault,Symbol,1.5 Dci Joy,Sahibinden Renault Symbol 1.5 dCi Joy 2016 Model,2016,222500,499000,Ankara Yenimahalle,data/processed_images/car_20250130_125535_page_32_idx_17.jpg
Ford,Focus,1.6 Tdci Ghia,Sahibinden Ford Focus 1.6 TDCi Ghia 2008 Model,2008,268000,420000,Hatay Belen,data/processed_images/car_20250130_125535_page_32_idx_18.jpg
Opel,Astra,1.3 Cdti Cosmo,Sahibinden Opel Astra 1.3 CDTI Cosmo 2009 Model,2009,300000,420000,Zonguldak Merkez,data/processed_images/car_20250130_125535_page_32_idx_19.jpg
Volkswagen,Passat,2.0 Tdi Comfortline,Sahibinden Volkswagen Passat 2.0 TDi Comfortline 2007 Model,2007,375000,590000,Ankara Sincan,data/processed_images/car_20250130_125535_page_32_idx_20.jpg
Renault,Fluence,1.5 Dci Joy,Hatasız Boyasız 2013 Otomatik Fluence.,2013,316000,570000,Gaziantep Şahinbey,data/processed_images/car_20250130_125535_page_32_idx_21.jpg
Peugeot,307,1.4 Feline,Sahibinden Peugeot 307 1.4 Feline 2008 Model 218 km Siyah,2008,218000,430000,Muş Hasköy,data/processed_images/car_20250130_125535_page_32_idx_22.jpg
Tofaş,Şahin,1.6,Sahibinden Tofaş Şahin 1.6 1992 Model,1992,200000,175000,Malatya Battalgazi,data/processed_images/car_20250130_125535_page_32_idx_23.jpg
Renault,Clio,1.5 Dci Touch,Sahibinden Renault Clio 1.5 dCi Touch 2016 Model,2016,178000,700000,Ankara Çankaya,data/processed_images/car_20250130_125535_page_32_idx_24.jpg
Ford,Fiesta,1.4 Tdci Comfort,Sahibinden Ford Fiesta 1.4 TDCi Comfort 2007 Model,2007,222000,330000,Antalya Kepez,data/processed_images/car_20250130_125535_page_32_idx_25.jpg
Fiat,Linea,1.3 Multijet Active Plus,Sahibinden Fiat Linea 1.3 Multijet Active Plus 2012 Model hibrit turbolu,2012,366000,310000,İstanbul Başakşehir,data/processed_images/car_20250130_125535_page_32_idx_26.jpg
Renault,R,19 1.4 Europa Rn,Sahibinden Renault R 19 1.4 Europa RN 1996 Model,1996,400000,155000,Ordu Altınordu,data/processed_images/car_20250130_125535_page_32_idx_27.jpg
Renault,R,9 1.4 Broadway Rni,Sahibinden Renault R 9 1.4 Broadway RNi 1997 Model,1997,146000,179999,Çorum Osmancık,data/processed_images/car_20250130_125535_page_32_idx_28.jpg
Renault,Laguna,1.6 Expression,Sahibinden Renault Laguna 1.6 Expression 2005 Model,2005,250000,340000,İzmir Kemalpaşa,data/processed_images/car_20250130_125535_page_32_idx_29.jpg
Peugeot,307,1.4 Comfort,Sahibinden Peugeot 307 1.4 Comfort 2007 Model,2007,239000,360000,İstanbul Sultangazi,data/processed_images/car_20250130_125535_page_32_idx_30.jpg
Fiat,Egea,1.4 Fire Easy Plus,ORJİNAL Egea Az yakar Süratlı gider 1.4 Fire Easy Plus 2018 Model,2018,60000,641000,Konya Akşehir,data/processed_images/car_20250130_125535_page_32_idx_31.jpg
Volkswagen,Passat,1.8 Basic,Sahibinden Volkswagen Passat 1.8 Basic 1998 Model,1998,345000,338000,Ankara Sincan,data/processed_images/car_20250130_125535_page_32_idx_32.jpg
Tofaş,Doğan,Slx,Sahibinden Tofaş Doğan SLX 1993 Model,1993,280000,265000,Isparta Merkez,data/processed_images/car_20250130_125535_page_32_idx_33.jpg
Renault,Latitude,1.5 Dci Privilege,Sahibinden Renault Latitude 1.5 dCi Privilege 2011 Model,2011,254000,600000,Balıkesir Edremit,data/processed_images/car_20250130_125535_page_32_idx_34.jpg
Volkswagen,Jetta,1.2 Tsi Highline,Sahibinden Volkswagen Jetta 1.2 TSi Highline 2011 Model,2011,280000,685000,İstanbul Silivri,data/processed_images/car_20250130_125535_page_32_idx_35.jpg
Hyundai,Getz,1.4 Dohc Hy Klm,Sahibinden Hyundai Getz 1.4 DOHC HY KLM 2006 Model,2006,215000,375000,Şanlıurfa Karaköprü,data/processed_images/car_20250130_125535_page_32_idx_36.jpg
Honda,Civic,1.6 I-Vtec Dream,Sahibinden Honda Civic 1.6 i-VTEC Dream 2008 Model,2008,265000,550000,Ankara Keçiören,data/processed_images/car_20250130_125535_page_32_idx_38.jpg
Seat,Cordoba,1.4 Tdi Signo,Sahibinden Seat Cordoba 1.4 TDI Signo 2004 Model,2004,269000,292000,Bursa Yıldırım,data/processed_images/car_20250130_125535_page_32_idx_39.jpg
Lada,Samara,1.5,Sahibinden Lada Samara 1.5 1992 Model,1992,150000,160000,İstanbul Kadıköy,data/processed_images/car_20250130_125535_page_32_idx_40.jpg
Hyundai,Accent,Blue 1.4 D-Cvvt Mode Plus,Sahibinden Hyundai Accent Blue 1.4 D-CVVT Mode Plus 2017 Model,2017,117000,765000,Adıyaman Merkez,data/processed_images/car_20250130_125535_page_32_idx_41.jpg
Seat,Leon,1.6 Style,Sahibinden Seat Leon 1.6 Style 2008 Model,2008,300000,432500,Kayseri Melikgazi,data/processed_images/car_20250130_125535_page_32_idx_42.jpg
Renault,Symbol,1.2 Joy,Sahibinden Renault Symbol 1.2 Joy 2015 Model,2015,160000,480000,İstanbul Ümraniye,data/processed_images/car_20250130_125535_page_32_idx_43.jpg
Renault,Symbol,1.5 Dci Authentique,Sahibinden Renault Symbol 1.5 dCi Authentique 2012 Model,2012,205000,405000,Bursa Mudanya,data/processed_images/car_20250130_125535_page_32_idx_44.jpg
Opel,Astra,1.3 Cdti Sport,Sahibinden Opel Astra 1.3 CDTI Sport 2012 Model,2012,155000,700000,Nevşehir Merkez,data/processed_images/car_20250130_125535_page_32_idx_45.jpg
Opel,Corsa,1.2 Twinport Essentia,Sahibinden Opel Corsa 1.2 Twinport Essentia 2015 Model,2015,68000,700000,İstanbul Ataşehir,data/processed_images/car_20250130_125535_page_32_idx_46.jpg
Fiat,Linea,1.3 Multijet Active Plus,Sahibinden Fiat Linea 1.3 Multijet Active Plus 2013 Model,2013,209000,405000,İstanbul Gaziosmanpaşa,data/processed_images/car_20250130_125535_page_32_idx_47.jpg
Hyundai,Getz,1.5 Vgt Start,Sahibinden Hyundai Getz 1.5 VGT Start 2011 Model,2011,250000,385000,İstanbul Beylikdüzü,data/processed_images/car_20250130_125535_page_32_idx_48.jpg
Dacia,Sandero,1.5 Dci Stepway,Sahibinden Dacia Sandero 1.5 dCi Stepway 2014 Model,2014,167000,620000,Şanlıurfa Haliliye,data/processed_images/car_20250130_125535_page_32_idx_49.jpg
Volkswagen,Bora,1.6 Trendline,Sahibinden Volkswagen Bora 1.6 Trendline 2000 Model,2000,280000,400000,Sivas Merkez,data/processed_images/car_20250130_125547_page_33_idx_0.jpg
Honda,Civic,1.6 I Es,Tam Güvenlik Honda Civic 1.6 i ES 2000 Model,2000,250000,415000,Zonguldak Gökçebey,data/processed_images/car_20250130_125547_page_33_idx_1.jpg
Opel,Corsa,1.3 Cdti Enjoy,Sahibinden Opel Corsa 1.3 CDTI Enjoy 2007 Model,2007,253000,439000,Edirne Merkez,data/processed_images/car_20250130_125547_page_33_idx_2.jpg
Citroen,C4,1.6 Hdi Attraction,Sahibinden Citroen C4 1.6 HDi Attraction 2012 Model,2012,242000,520000,Giresun Merkez,data/processed_images/car_20250130_125547_page_33_idx_3.jpg
Skoda,Roomster,1.4 Panaroma,Sahibinden Skoda Roomster 1.4 Panaroma 2012 Model,2012,285000,530000,Şanlıurfa Karaköprü,data/processed_images/car_20250130_125547_page_33_idx_4.jpg
Fiat,Linea,1.3 Multijet Pop,Fiat Linea 1.3 Multijet Pop 2 Lokal,2015,144000,478000,Ankara Mamak,data/processed_images/car_20250130_125547_page_33_idx_5.jpg
Fiat,Linea,1.4 Fire Pop,Sahibinden Fiat Linea 1.4 Fire Pop 2015 Model,2015,75000,580000,Isparta Merkez,data/processed_images/car_20250130_125547_page_33_idx_6.jpg
Fiat,Egea,1.6 Multijet Comfort,Sahibinden Fiat Egea 1.6 Multijet Comfort 2017 Model,2017,142600,750000,İstanbul Esenyurt,data/processed_images/car_20250130_125547_page_33_idx_7.jpg
Volkswagen,Golf,1.6 Tdi Bluemotion Midline Plus,Sahibinden Volkswagen Golf 1.6 TDi BlueMotion Midline Plus 2016 Model,2016,161000,735000,Antalya Manavgat,data/processed_images/car_20250130_125547_page_33_idx_8.jpg
Hyundai,Getz,1.3 Gls,Sahibinden Hyundai Getz 1.3 GLS 2004 Model,2004,236800,385000,Tekirdağ Kapaklı,data/processed_images/car_20250130_125547_page_33_idx_9.jpg
Volkswagen,Polo,1.6 Tdi Comfortline,Sahibinden Volkswagen Polo 1.6 TDi Comfortline 2011 Model,2011,230000,660000,İstanbul Ataşehir,data/processed_images/car_20250130_125547_page_33_idx_10.jpg
Volkswagen,Polo,1.6 Tdi Trendline,Sahibinden Volkswagen Polo 1.6 TDi Trendline 2011 Model,2011,244000,455000,Ankara Çubuk,data/processed_images/car_20250130_125547_page_33_idx_11.jpg
Renault,Laguna,1.6 Expression,Sahibinden Renault Laguna 1.6 Expression 2004 Model,2004,346000,350000,Kayseri Talas,data/processed_images/car_20250130_125547_page_33_idx_12.jpg
Volkswagen,Golf,1.4 Tsi Comfortline,Sahibinden Volkswagen Golf 1.4 TSi Comfortline 2009 Model,2009,282000,545000,Kocaeli İzmit,data/processed_images/car_20250130_125547_page_33_idx_13.jpg
Volkswagen,Jetta,1.6 Comfortline,Sahibinden Volkswagen Jetta 1.6 Comfortline 2007 Model,2007,210000,630000,Ankara Keçiören,data/processed_images/car_20250130_125547_page_33_idx_14.jpg
Peugeot,301,1.6 Hdi Active,Sahibinden Peugeot 301 1.6 HDi Active 2014 Model,2014,201000,550000,Karaman Merkez,data/processed_images/car_20250130_125547_page_33_idx_15.jpg
Toyota,Corolla,1.6 Xei,Sahibinden efsane Corolla klimalı 1.6 XEi 1996 Model,1996,435000,340000,Osmaniye Kadirli,data/processed_images/car_20250130_125547_page_33_idx_16.jpg
Opel,Vectra,2.0 Cd,Sahibinden Opel Vectra 2.0 CD 1997 Model,1997,315000,250000,İzmir Gaziemir,data/processed_images/car_20250130_125547_page_33_idx_17.jpg
Opel,Astra,1.6 Essentia,Sahibinden Opel Astra 1.6 Essentia 2013 Model,2013,102000,620000,Muş Merkez,data/processed_images/car_20250130_125547_page_33_idx_18.jpg
Ford,Focus,1.6 Ti-Vct Trend X,Sahibinden Ford Focus 1.6 Ti-VCT Trend X 2012 Model,2012,195000,615000,İstanbul Beylikdüzü,data/processed_images/car_20250130_125547_page_33_idx_19.jpg
Peugeot,206,1.4 Hdi X-Line,Sahibinden Peugeot 206 1.4 HDi X-line 2003 Model,2003,243000,280000,Gaziantep Şehitkamil,data/processed_images/car_20250130_125547_page_33_idx_20.jpg
Renault,Clio,1.2 Joy,Sahibinden Renault Clio 1.2 Joy 2018 Model,2018,182000,650000,Kahramanmaraş Dulkadiroğlu,data/processed_images/car_20250130_125547_page_33_idx_21.jpg
Kia,Rio,1.4 Gsl Trend,Sahibinden Kia Rio 1.4 GSL Trend 2010 Model,2010,191000,349000,Gaziantep Nurdağı,data/processed_images/car_20250130_125547_page_33_idx_22.jpg
Bmw,2 Serisi,218I Gran Coupe M Sport,Sahibinden BMW 2 Serisi 218i Gran Coupe M Sport 2022 Model,2022,51500,2110000,Ankara Çankaya,data/processed_images/car_20250130_125547_page_33_idx_23.jpg
Mercedes-Benz,C,180 Esprit,Sahibinden Mercedes - Benz C 180 değişensiz klimalı 1995 Model,1995,260000,463000,İzmir Menderes,data/processed_images/car_20250130_125547_page_33_idx_24.jpg
Honda,Civic,1.6 I-Vtec Dream,Sahibinden Honda Civic 1.6 i-VTEC Dream 2009 Model,2009,177000,715000,İstanbul Kadıköy,data/processed_images/car_20250130_125547_page_33_idx_25.jpg
Toyota,Yaris,1.3 Luna,Sahibinden Toyota Yaris 1.3 Luna 2000 Model,2000,280000,295000,İzmir Buca,data/processed_images/car_20250130_125547_page_33_idx_26.jpg
Opel,Corsa,1.2 Twinport Essentia,Sahibinden Opel Corsa 1.2 Twinport Essentia 2007 Model,2007,132000,515000,Gaziantep Şehitkamil,data/processed_images/car_20250130_125547_page_33_idx_27.jpg
Mitsubishi,Colt,1.3 Elegance,Sahibinden Mitsubishi Colt 1.3 Elegance 2011 Model,2011,130000,572000,İstanbul Ataşehir,data/processed_images/car_20250130_125547_page_33_idx_28.jpg
Volvo,S60,2.0 T Premium,Sahibinden Volvo S60 2.0 T Premium 2011 Model,2011,238000,835000,Bursa Orhangazi,data/processed_images/car_20250130_125547_page_33_idx_29.jpg
Tofaş,Şahin,1.6,Sahibinden Tofaş Şahin 1.6 1998 Model,1998,230000,240000,Ankara Altındağ,data/processed_images/car_20250130_125547_page_33_idx_30.jpg
Renault,Scenic,1.6 Dynamique,Sahibinden Renault Scenic 1.6 Dynamique 2004 Model,2004,201000,450000,Kocaeli Gölcük,data/processed_images/car_20250130_125547_page_33_idx_31.jpg
Renault,Safrane,2,2010 TRAFİK ÇIKIŞLI MAKAM ARACI OTOMATİK VİTES 2.0 16 WALF,1997,310000,380000,Trabzon Ortahisar,data/processed_images/car_20250130_125547_page_33_idx_32.jpg
Toyota,Corolla,1.6 Xei Special,Sahibinden Toyota Corolla 1.6 XEi Special 1998 Model,1998,277000,365000,Sivas Akıncılar,data/processed_images/car_20250130_125547_page_33_idx_33.jpg
Opel,Vectra,2.0 Gls,Sahibinden Opel Vectra 2.0 GLS 1996 Model,1996,287000,245000,Sivas Yıldızeli,data/processed_images/car_20250130_125547_page_33_idx_34.jpg
Kia,Cerato,1.5 Crdi Ex,Sahibinden Kia Cerato 1.5 CRDi EX 2006 Model,2006,300000,425000,Düzce Merkez,data/processed_images/car_20250130_125547_page_33_idx_35.jpg
Toyota,Corolla,1.3 Xe,Sahibinden Toyota Corolla 1.3 XE 1998 Model,1998,300000,235000,Adıyaman Kahta,data/processed_images/car_20250130_125547_page_33_idx_36.jpg
Ford,Focus,1.6 Tdci Trend,Sahibinden Ford Focus 1.6 TDCi Trend 2007 Model,2007,191000,468000,Kocaeli Gölcük,data/processed_images/car_20250130_125547_page_33_idx_37.jpg
Renault,Megane,1.3 Tce Icon,Sahibinden Renault Megane 1.3 TCe Icon 2024 Model,2024,6001,1460000,İzmir Bornova,data/processed_images/car_20250130_125547_page_33_idx_38.jpg
Bmw,3 Serisi,320I,KONDİSYONU DİRİ ORJ KM 320İ E46,1998,222500,485000,Zonguldak Kozlu,data/processed_images/car_20250130_125547_page_33_idx_39.jpg
Tofaş,Şahin,1.6,Sahibinden Tofaş Şahin 1.6 1992 Model,1992,250000,152500,Adana Yüreğir,data/processed_images/car_20250130_125547_page_33_idx_40.jpg
Fiat,Brava,1.6 Sx,Sahibinden Fiat Brava 1.6 SX 2001 Model,2001,223000,320000,Ankara Etimesgut,data/processed_images/car_20250130_125547_page_33_idx_41.jpg
Peugeot,207,1.4 Hdi Trendy,Sahibinden Peugeot 207 1.4 HDi Trendy 2009 Model,2009,173000,427000,Samsun Canik,data/processed_images/car_20250130_125547_page_33_idx_42.jpg
Chevrolet,Lacetti,1.6 Sx,Sahibinden Chevrolet Lacetti 1.6 SX 2005 Model,2005,270000,330000,Ankara Sincan,data/processed_images/car_20250130_125547_page_33_idx_43.jpg
Ford,Fiesta,1.4 Tdci Comfort,Sahibinden Makyajlı Kada Ford Fiesta 1.4 TDCi Comfort 2006 Model,2006,221000,410000,Konya Akşehir,data/processed_images/car_20250130_125547_page_33_idx_44.jpg
Renault,Clio,1.0 Tce Joy,Sahibinden Renault Clio 1.0 TCe Joy 2022 Model,2022,109000,835000,İstanbul Küçükçekmece,data/processed_images/car_20250130_125547_page_33_idx_45.jpg
Peugeot,307,1.6 Xt,Sahibinden Peugeot 307 1.6 XT 2004 Model,2004,196000,450000,Zonguldak Kilimli,data/processed_images/car_20250130_125547_page_33_idx_46.jpg
Kia,Rio,1.5 Comfort,Sahibinden Kia Rio 1.5 Comfort 2004 Model 194.000 km Beyaz,2004,194000,321500,Gaziantep Şehitkamil,data/processed_images/car_20250130_125547_page_33_idx_47.jpg
Renault,Symbol,1.2 Authentique,Sahibinden Renault Symbol 1.2 Authentique 2012 Model,2012,144000,412000,Eskişehir Tepebaşı,data/processed_images/car_20250130_125547_page_33_idx_48.jpg
Renault,Symbol,1.2 Expression,Sahibinden Renault Symbol 1.2 Expression 2009 Model,2009,330000,260000,Kocaeli Gebze,data/processed_images/car_20250130_125547_page_33_idx_49.jpg
Renault,Fluence,1.5 Dci Extreme,Bakımlı Fluence 1.5 dCi Extreme 2010 Model,2010,251000,535000,Amasya Merkez,data/processed_images/car_20250130_125552_page_34_idx_2.jpg
Tofaş,Şahin,1.6,Sahibinden Tofaş Şahin 1.6 1994 Model,1994,111111,140000,Gaziantep Şehitkamil,data/processed_images/car_20250130_125552_page_34_idx_3.jpg
Opel,Astra,1.6 Cdti Enjoy,Sahibinden Opel Astra 1.6 CDTI Enjoy 2015 Model,2015,108000,675000,Bursa Osmangazi,data/processed_images/car_20250130_125552_page_34_idx_4.jpg
Volkswagen,Polo,1.4 Trendline,Sahibinden Volkswagen Polo 1.4 Trendline 2006 Model,2006,280000,465000,Adıyaman Kahta,data/processed_images/car_20250130_125552_page_34_idx_5.jpg
Audi,A6,Sedan 2.4,Full donanımlı Audi A6 sanruflu,2004,520000,390000,Tokat Yeşilyurt,data/processed_images/car_20250130_125552_page_34_idx_6.jpg
Opel,Corsa,1.3 Cdti Essentia,Sahibinden Opel Corsa 1.3 CDTI Essentia 2004 Model,2004,268000,325000,Gaziantep Şehitkamil,data/processed_images/car_20250130_125552_page_34_idx_7.jpg
Renault,Megane,1.6 Dynamique,Sahibinden Renault Megane 1.6 Dynamique 2006 Model,2006,300000,390000,Ankara Polatlı,data/processed_images/car_20250130_125552_page_34_idx_8.jpg
Volkswagen,Golf,1.6 Comfortline,Sahibinden Volkswagen Golf 1.6 Comfortline 2001 Model,2001,384000,320000,Kocaeli Çayırova,data/processed_images/car_20250130_125552_page_34_idx_9.jpg
Renault,R,21 1.7 Optima,Sahibinden Renault R 21 1.7 Optima iletişim 0 535 485 47 84 lütfen bu no ulaşınız1993 Model,1993,270000,120000,İzmir Balçova,data/processed_images/car_20250130_125552_page_34_idx_10.jpg
Skoda,Fabia,1.4 Tdi Ambiente,Sahibinden Skoda Fabia 1.4 TDI Ambiente 2006 Model,2006,115000,450000,İzmir Tire,data/processed_images/car_20250130_125552_page_34_idx_11.jpg
Opel,Vectra,1.6 Comfort,Sahibinden Opel Vectra 1.6 Comfort 2004 Model,2004,480000,420000,Tokat Merkez,data/processed_images/car_20250130_125552_page_34_idx_12.jpg
Skoda,Roomster,1.6,Sahibinden Skoda Roomster 1.6 2009 Model,2009,138000,540000,İzmir Torbalı,data/processed_images/car_20250130_125552_page_34_idx_14.jpg
Opel,Astra,1.3 Cdti Edition,Sahibinden Opel Astra 1.3 CDTI Edition 2012 Model,2012,210000,630000,Manisa Salihli,data/processed_images/car_20250130_125552_page_34_idx_15.jpg
Hyundai,Accent,Era 1.4 Select,Sahibinden Hyundai Accent Era 1.4 Select 2010 Model,2010,141000,550000,İzmir Çiğli,data/processed_images/car_20250130_125552_page_34_idx_16.jpg
Peugeot,301,1.6 Hdi Allure,Sahibinden Peugeot 301 1.6 HDi Allure 2016 Model,2016,170000,615000,Şanlıurfa Haliliye,data/processed_images/car_20250130_125552_page_34_idx_17.jpg
Skoda,Favorit,1.3 Black Line,Sahibinden Skoda Favorit 1.3 Black Line 1993 Model,1993,173000,130000,Ankara Sincan,data/processed_images/car_20250130_125552_page_34_idx_18.jpg
Renault,Clio,1.4 Expression,Sahibinden Renault Clio 1.4 Expression 2003 Model,2003,198000,320000,Ordu Ünye,data/processed_images/car_20250130_125552_page_34_idx_19.jpg
Volkswagen,Jetta,1.6 Tdi Comfortline,MEMURDAN Volkswagen Jetta 1.6 TDi Comfortline 2012 Model,2012,203000,675000,Artvin Arhavi,data/processed_images/car_20250130_125552_page_34_idx_20.jpg
Fiat,Linea,1.3 Multijet Pop,Sahibinden Fiat Linea 1.3 Multijet Pop 2016 Model,2016,185000,530000,Bursa İnegöl,data/processed_images/car_20250130_125552_page_34_idx_21.jpg
Peugeot,206,1.4 X-Design,Sahibinden Peugeot 206 1.4 X-Design 2005 Model,2005,295600,295000,Konya Meram,data/processed_images/car_20250130_125552_page_34_idx_22.jpg
Ford,Focus,1.6 Tdci Trend X,Sahibinden Ford Focus 1.6 TDCi Trend X 2015 Model,2015,191000,755500,Antalya Kepez,data/processed_images/car_20250130_125552_page_34_idx_23.jpg
Mazda,323,1.6 Glx,Sahibinden Mazda 323 1.6 GLX 1994 Model,1994,315000,235000,Kütahya Tavşanlı,data/processed_images/car_20250130_125552_page_34_idx_24.jpg
Opel,Corsa,1.6 Gsi,Sahibinden Opel Corsa 1.6 GSi 2000 Model,2000,279000,210000,Trabzon Ortahisar,data/processed_images/car_20250130_125552_page_34_idx_25.jpg
Skoda,Felicia,1.3 Glx,Sahibinden Skoda Felisa 1.3 GLX 1996 Model,1996,280000,205000,Konya Karatay,data/processed_images/car_20250130_125552_page_34_idx_26.jpg
Ford,Escort,1.6 Cl,Sahibinden Ford Escort 1.6 CL 1998 Model,1998,260000,155000,Denizli Merkezefendi,data/processed_images/car_20250130_125552_page_34_idx_27.jpg
Dacia,Lodgy,1.5 Dci Allroad,Sahibinden Dacia Lodgy 1.5 dCi Allroad 2014 Model,2014,465000,450000,Bursa Osmangazi,data/processed_images/car_20250130_125552_page_34_idx_28.jpg
Renault,Megane,1.6 Expression,Sahibinden Renault Megane 1.6 Expression 2006 Model,2006,190000,460000,Manisa Kula,data/processed_images/car_20250130_125552_page_34_idx_29.jpg
Fiat,Linea,1.3 Multijet Pop,Sahibinden Fiat Linea 1.3 Multijet Pop 2012 Model Ankara,2012,240000,405000,Ankara Altındağ,data/processed_images/car_20250130_125552_page_34_idx_30.jpg
Peugeot,106,Xr,Sahibinden Peugeot 106 XR 1999 Model t,1999,301000,170000,Tekirdağ Süleymanpaşa,data/processed_images/car_20250130_125552_page_34_idx_31.jpg
Peugeot,206,1.4 X-Line,Sahibinden Peugeot 206 1.4 X-Line 2004 Model,2004,290000,300000,Gaziantep Şahinbey,data/processed_images/car_20250130_125552_page_34_idx_32.jpg
Tofaş,Kartal,S,Sahibinden Tofaş Kartal S 1999 Model,1999,100000,230000,İstanbul Beykoz,data/processed_images/car_20250130_125552_page_34_idx_33.jpg
Tofaş,Doğan,Slx Ie,Sahibinden Tofaş Doğan SLX ie 1997 Model,1997,242424,298000,Erzincan Merkez,data/processed_images/car_20250130_125552_page_34_idx_34.jpg
Renault,R,9 1.6 Fairway,Sahibinden Bakımlı Renault 9 Fairway,1993,357000,215000,Karabük Merkez,data/processed_images/car_20250130_125552_page_34_idx_35.jpg
Citroen,Saxo,1.5D Sx,Sahibinden Citroen Saxo 1.5D SX 2002 Model,2002,300000,160000,İstanbul Bağcılar,data/processed_images/car_20250130_125552_page_34_idx_36.jpg
Volkswagen,Polo,1.6 Tdi Comfortline,Sahibinden Otomatik Volkswagen Polo 1.6 TDi Comfortline 2012 Model,2012,377000,475000,Ankara Çankaya,data/processed_images/car_20250130_125552_page_34_idx_37.jpg
